ID;KD_PROV;KD_KAB;KD_KEC;KD_DESA;NAMA;STATUS_ADM
638;11;06;07;;DARUL IMARAH;KECA
639;11;06;08;;PEUKAN BADA;KECA
640;11;06;09;;MESJID RAYA;KECA
641;11;06;10;;INGIN JAYA;KECA
642;11;06;11;;KUTA BARO;KECA
643;11;06;12;;DARUSSALAM;KECA
644;11;06;13;;PULO ACEH;KECA
645;11;06;14;;LEMBAH SEULAWAH;KECA
646;11;06;15;;KOTA JANTHO;KECA
647;11;06;16;;KOTA COT GLIE;KECA
648;11;06;17;;KUTA MALAKA;KECA
649;11;06;18;;SIMPANG TIGA;KECA
650;11;06;19;;DARUL KAMAL;KECA
651;11;06;20;;BAITUSSALAM;KECA
652;11;06;21;;KRUENG BARONA JAYA;KECA
653;11;06;22;;LEUPUNG;KECA
654;11;06;23;;BLANG BINTANG;KECA
655;11;07;03;;BATEE;KECA
656;11;07;04;;DELIMA;KECA
657;11;07;05;;GEUMPANG;KECA
658;11;07;06;;GEULUMPANG  TIGA;KECA
659;11;07;07;;INDRA JAYA;KECA
660;11;07;08;;KEMBANG TANJONG;KECA
661;11;07;09;;KOTA SIGLI;KECA
662;11;07;11;;MILA;KECA
663;11;07;12;;MUARA TIGA;KECA
664;11;07;13;;MUTIARA;KECA
665;11;07;14;;PADANG TIJI;KECA
666;11;07;15;;PEUKAN BARO;KECA
667;11;07;16;;PIDIE;KECA
668;11;07;17;;SAKTI;KECA
669;11;07;19;;TANGSE;KECA
670;11;07;21;;TIRO/TRUSEB;KECA
671;11;07;22;;KEUMALA;KECA
672;11;07;24;;MUTIARA TIMUR;KECA
673;11;07;25;;GRONG-GRONG;KECA
674;11;07;27;;MANE;KECA
675;11;07;29;;GLUMPANG  BARO;KECA
676;11;07;31;;TITEUE;KECA
677;11;08;01;;BAKTIYA;KECA
678;11;08;02;;DEWANTARA;KECA
679;11;08;03;;KUTA MAKMUR;KECA
680;11;08;04;;LHOKSUKON;KECA
681;11;08;05;;MATANGKULI;KECA
682;11;08;06;;MUARA BATU;KECA
683;11;08;07;;MEURAH MULIA;KECA
684;11;08;08;;SAMUDERA;KECA
685;11;08;09;;SEUNUDDON;KECA
686;11;08;10;;SYAMTALIRA ARON;KECA
687;11;08;11;;SYAMTALIRA BAYU;KECA
688;11;08;12;;TANAH LUAS;KECA
689;11;08;13;;TANAH PASIR;KECA
690;11;08;14;;T. JAMBO AYE;KECA
691;11;08;16;;NISAM;KECA
692;11;08;17;;COT GIREK;KECA
693;11;08;18;;LANGKAHAN;KECA
694;11;08;19;;BAKTIYA BARAT;KECA
695;11;08;20;;PAYA BAKONG;KECA
696;11;08;21;;NIBONG;KECA
697;11;08;22;;SIMPANG KRAMAT;KECA
698;11;08;23;;LAPANG;KECA
699;11;08;24;;PIRAK TIMUR;KECA
700;11;08;25;;GEUREDONG PASE;KECA
701;11;08;26;;BANDA BARO;KECA
702;11;08;27;;NISAM ANTARA;KECA
703;11;09;01;;SIMEULUE TENGAH;KECA
704;11;09;02;;SALANG;KECA
705;11;09;03;;TEUPAH BARAT;KECA
706;11;09;04;;SIMEULUE TIMUR;KECA
707;11;09;05;;TELUK DALAM;KECA
708;11;09;06;;SIMEULUE BARAT;KECA
709;11;09;07;;TEUPAH SELATAN;KECA
710;11;09;08;;ALAPAN;KECA
711;11;09;09;;TEUPAH TENGAH;KECA
712;11;09;10;;SIMEULUE CUT;KECA
713;11;10;01;;PULAU BANYAK;KECA
714;11;10;02;;SIMPANG KANAN;KECA
715;11;10;04;;SINGKIL;KECA
716;11;10;06;;GUNUNG MERIAH;KECA
717;11;10;09;;KOTA BAHARU;KECA
718;11;10;10;;SINGKIL UTARA;KECA
719;11;10;11;;DANAU PARIS;KECA
720;11;10;12;;SURO MAKMUR;KECA
721;11;10;13;;SINGKOHOR;KECA
722;11;10;14;;KUALA BARU;KECA
723;11;10;16;;PULAU BANYAK BARAT;KECA
724;11;11;01;;SAMALANGA;KECA
725;11;11;02;;JEUNIEB;KECA
726;11;11;03;;PEUDADA;KECA
727;11;11;04;;JEUMPA;KECA
728;11;11;05;;PEUSANGAN;KECA
729;11;11;06;;MAKMUR;KECA
730;11;11;07;;GANDAPURA;KECA
731;11;11;08;;PANDRAH;KECA
732;11;11;09;;JULI;KECA
733;11;11;10;;JANGKA;KECA
734;11;11;11;;SIMPANG MAMPLAM;KECA
735;11;11;12;;PEULIMBANG;KECA
736;11;11;13;;KOTA JUANG;KECA
737;11;11;14;;KUALA;KECA
738;11;11;15;;"PEUSANGAN SIBLAH
KRUENG";KECA
739;11;11;16;;PEUSANGAN  SELATAN;KECA
740;11;11;17;;KUTA BLANG;KECA
741;11;12;01;;BLANG PIDIE;KECA
742;11;12;02;;TANGAN-TANGAN;KECA
743;11;12;03;;MANGGENG;KECA
744;11;12;04;;SUSOH;KECA
745;11;12;05;;KUALA BATEE;KECA
746;11;12;06;;BABAH ROT;KECA
747;11;12;07;;SETIA;KECA
748;11;12;09;;LEMBAH SABIL;KECA
749;11;13;01;;BLANGKEJEREN;KECA
750;11;13;02;;KUTAPANJANG;KECA
751;11;13;03;;RIKIT GAIB;KECA
752;11;13;04;;TERANGUN;KECA
753;11;13;05;;PINING;KECA
754;11;13;06;;BLANGPEGAYON;KECA
755;11;13;07;;PUTERI BETUNG;KECA
756;11;13;08;;DABUN GELANG;KECA
757;11;13;09;;BLANGJERANGO;KECA
758;11;13;10;;TERIPE JAYA;KECA
759;11;13;11;;PANTAN CUACA;KECA
760;11;14;01;;TEUNOM;KECA
761;11;14;02;;KRUENG SABEE;KECA
762;11;14;03;;SETIA BHAKTI;KECA
763;11;14;04;;SAMPOINIET;KECA
764;11;14;05;;JAYA;KECA
765;11;14;06;;PANGA;KECA
766;11;14;08;;DARUL HIKMAH;KECA
767;11;14;09;;PASIE RAYA;KECA
768;11;15;02;;SEUNAGAN;KECA
769;11;15;03;;SEUNAGAN TIMUR;KECA
770;11;15;04;;BEUTONG;KECA
771;11;15;05;;DARUL MAKMUR;KECA
772;11;15;06;;SUKA MAKMUE;KECA
773;11;15;07;;KUALA PESISIR;KECA
774;11;15;08;;TADU RAYA;KECA
775;11;15;09;;TRIPA MAKMUR;KECA
776;11;15;10;;"BEUTONG ATEUH
BANGGALANG";KECA
777;11;16;01;;MANYAK PAYED;KECA
778;11;16;02;;BENDAHARA;KECA
779;11;16;03;;KARANG BARU;KECA
780;11;16;04;;SERUWAY;KECA
781;11;16;05;;KOTA KUALASINPANG;KECA
782;11;16;06;;KEJURUAN MUDA;KECA
783;11;16;07;;TAMIANG HULU;KECA
784;11;16;08;;RANTAU;KECA
785;11;16;09;;BANDA MULIA;KECA
786;11;16;10;;BANDAR PUSAKA;KECA
787;11;16;11;;TENGGULUN;KECA
788;11;16;12;;SEKERAK;KECA
789;11;17;01;;PINTU RIME GAYO;KECA
790;11;17;02;;PERMATA;KECA
791;11;17;03;;SYIAH UTAMA;KECA
792;11;17;04;;BANDAR;KECA
793;11;17;05;;BUKIT;KECA
794;11;17;06;;WIH PESAM;KECA
795;11;17;07;;TIMANG GAJAH;KECA
796;11;17;08;;BENER KELIPAH;KECA
797;11;17;09;;MESIDAH;KECA
798;11;17;10;;GAJAH PUTIH;KECA
799;11;18;01;;MEUREUDU;KECA
800;11;18;02;;ULIM;KECA
801;11;18;03;;JANGKA BUAYA;KECA
802;11;18;04;;BANDAR DUA;KECA
803;11;18;05;;MEURAH DUA;KECA
804;11;18;06;;BANDAR BARU;KECA
805;11;18;07;;PANTERAJA;KECA
806;11;18;08;;TRIENGGADENG;KECA
807;11;71;01;;BAITURRAHMAN;KECA
808;11;71;02;;KUTA ALAM;KECA
809;11;71;03;;MEURAXA;KECA
810;11;71;04;;SYIAH KUALA;KECA
811;11;71;05;;LUENG BATA;KECA
812;11;71;06;;KUTA RAJA;KECA
813;11;71;07;;BANDA RAYA;KECA
814;11;71;08;;JAYA BARU;KECA
815;11;71;09;;ULEE KARENG;KECA
816;11;72;01;;SUKAKARYA;KECA
817;11;72;02;;SUKAJAYA;KECA
818;11;73;01;;MUARA DUA;KECA
819;11;73;02;;BANDA SAKTI;KECA
820;11;73;03;;BLANG MANGAT;KECA
821;11;73;04;;MUARA SATU;KECA
822;11;74;01;;LANGSA TIMUR;KECA
823;11;74;02;;LANGSA BARAT;KECA
824;11;74;03;;LANGSA KOTA;KECA
825;11;74;04;;LANGSA LAMA;KECA
826;11;74;05;;LANGSA BARO;KECA
827;11;75;01;;SIMPANG KIRI;KECA
828;11;75;02;;PENANGGALAN;KECA
829;11;75;03;;RUNDENG;KECA
830;11;75;04;;SULTAN DAULAT;KECA
831;11;75;05;;LONGKIB;KECA
832;12;01;01;;BARUS;KECA
833;12;01;02;;SORKAM;KECA
834;12;01;03;;PANDAN;KECA
835;12;01;04;;PINANGSORI;KECA
836;12;01;05;;MANDUAMAS;KECA
837;12;01;06;;KOLANG;KECA
838;12;01;07;;TAPIAN NAULI;KECA
839;12;01;08;;SIBABANGUN;KECA
840;12;01;09;;SOSORGADONG;KECA
841;12;01;10;;SORKAM BARAT;KECA
842;12;01;11;;SIRANDORUNG;KECA
843;12;01;12;;ANDAM DEWI;KECA
844;12;01;13;;SITAHUIS;KECA
845;12;01;14;;TUKKA;KECA
846;12;01;15;;BADIRI;KECA
847;12;01;16;;PASARIBU TOBING;KECA
848;12;01;17;;BARUS UTARA;KECA
849;12;01;18;;SUKA BANGUN;KECA
850;12;01;19;;LUMUT;KECA
851;12;01;20;;SARUDIK;KECA
852;12;02;01;;TARUTUNG;KECA
853;12;02;02;;SIATAS BARITA;KECA
854;12;02;03;;ADIAN KOTING;KECA
855;12;02;04;;SIPOHOLON;KECA
856;12;02;05;;PAHAE JULU;KECA
857;12;02;06;;PAHAE JAE;KECA
858;12;02;07;;SIMANGUMBAN;KECA
859;12;02;08;;PURBA TUA;KECA
860;12;02;09;;SIBORONG-BORONG;KECA
861;12;02;10;;PAGARAN;KECA
862;12;02;11;;PARMONANGAN;KECA
863;12;02;12;;SIPAHUTAR;KECA
864;12;02;13;;PANGARIBUAN;KECA
865;12;02;14;;GAROGA;KECA
866;12;02;15;;MUARA;KECA
867;12;03;01;;ANGKOLA BARAT;KECA
868;12;03;02;;BATANG TORU;KECA
869;12;03;03;;ANGKOLA TIMUR;KECA
870;12;03;04;;SIPIROK;KECA
871;12;03;05;;SAIPAR DOLOK HOLE;KECA
872;12;03;06;;ANGKOLA SELATAN;KECA
873;12;03;07;;BATANG ANGKOLA;KECA
874;12;03;14;;ARSE;KECA
875;12;03;20;;MARANCAR;KECA
876;12;03;21;;SAYUR MATINGGI;KECA
877;12;03;22;;AEK BILAH;KECA
878;12;03;29;;MUARA BATANG TORU;KECA
879;12;03;30;;"TANO TOMBANGAN
ANGKOLA";KECA
880;12;03;31;;ANGKOLA SANGKUNUR;KECA
881;12;04;05;;HILIDUHO;KECA
882;12;04;06;;GIDO;KECA
883;12;04;10;;IDANOGAWO;KECA
884;12;04;11;;BAWOLATO;KECA
885;12;04;20;;HILISERANGKAI;KECA
886;12;04;21;;BOTOMUZOI;KECA
887;12;04;27;;ULUGAWO;KECA
888;12;04;28;;MA'U;KECA
889;12;04;29;;SOMOLO-MOLO;KECA
890;12;04;35;;SOGAE'ADU;KECA
891;12;05;01;;BAHOROK;KECA
892;12;05;02;;SALAPIAN;KECA
893;12;05;04;;SEI BINGEI;KECA
894;12;05;05;;BINJAI;KECA
895;12;05;06;;SELESAI;KECA
896;12;05;07;;STABAT;KECA
897;12;05;08;;WAMPU;KECA
898;12;05;09;;SECANGGANG;KECA
899;12;05;10;;HINAI;KECA
900;12;05;11;;TANJUNG PURA;KECA
901;12;05;12;;PADANG TUALANG;KECA
902;12;05;13;;GEBANG;KECA
903;12;05;14;;BABALAN;KECA
904;12;05;15;;PANGKALAN  SUSU;KECA
905;12;05;16;;BESITANG;KECA
906;12;05;17;;SEI LEPAN;KECA
907;12;05;18;;BERANDAN BARAT;KECA
908;12;05;19;;BATANG SERANGAN;KECA
909;12;05;20;;SAWIT SEBERANG;KECA
910;12;05;21;;SIRAPIT;KECA
911;12;05;22;;KUTAMBARU;KECA
912;12;05;23;;PEMATANG JAYA;KECA
913;12;06;01;;KABANJAHE;KECA
914;12;06;02;;BERASTAGI;KECA
915;12;06;03;;BARUSJAHE;KECA
916;12;06;04;;TIGAPANAH;KECA
917;12;06;05;;MEREK;KECA
918;12;06;06;;MUNTE;KECA
919;12;06;07;;JUHAR;KECA
920;12;06;08;;TIGABINANGA;KECA
921;12;06;09;;LAUBALENG;KECA
922;12;06;10;;MARDINGDING;KECA
923;12;06;11;;PAYUNG;KECA
924;12;06;12;;SIMPANG EMPAT;KECA
925;12;06;13;;KUTABULUH;KECA
926;12;06;14;;DOLAT RAYAT;KECA
927;12;06;15;;MERDEKA;KECA
928;12;06;16;;NAMAN TERAN;KECA
929;12;06;17;;TIGANDERKET;KECA
930;12;07;02;;TANJUNG MORAWA;KECA
931;12;07;03;;SIBOLANGIT;KECA
932;12;07;04;;KUTALIMBARU;KECA
933;12;07;05;;PANCUR BATU;KECA
934;12;07;06;;NAMORAMBE;KECA
935;12;07;07;;SIBIRU-BIRU;KECA
936;12;07;08;;STM HILIR;KECA
937;12;07;09;;BANGUN PURBA;KECA
938;12;07;19;;GALANG;KECA
939;12;07;20;;STM HULU;KECA
940;12;07;21;;PATUMBAK;KECA
941;12;07;22;;DELI TUA;KECA
942;12;07;23;;SUNGGAL;KECA
943;12;07;24;;HAMPARAN  PERAK;KECA
944;12;07;25;;LABUHAN DELI;KECA
945;12;07;26;;PERCUT SEI TUAN;KECA
946;12;07;27;;BATANG KUIS;KECA
947;12;07;28;;LUBUK PAKAM;KECA
948;12;07;31;;PAGAR MERBAU;KECA
949;12;07;32;;PANTAI LABU;KECA
950;12;07;33;;BERINGIN;KECA
951;12;08;01;;SIANTAR;KECA
952;12;08;02;;GUNUNG MALELA;KECA
953;12;08;03;;GUNUNG MALIGAS;KECA
954;12;08;04;;PANEI;KECA
955;12;08;05;;PANOMBEIAN PANE;KECA
956;12;08;06;;JORLANG HATARAN;KECA
957;12;08;07;;RAYA KAHEAN;KECA
958;12;08;08;;BOSAR MALIGAS;KECA
959;12;08;09;;SIDAMANIK;KECA
960;12;08;10;;PEMATANG SIDAMANIK;KECA
961;12;08;11;;TANAH JAWA;KECA
962;12;08;12;;HATONDUHAN;KECA
963;12;08;13;;DOLOK PANRIBUAN;KECA
964;12;08;14;;PURBA;KECA
965;12;08;15;;HARANGGAOL  HORISON;KECA
966;12;08;16;;"GIRSANG SIPANGAN
BOLON";KECA
967;12;08;17;;DOLOK BATU NANGGAR;KECA
968;12;08;18;;HUTA BAYU RAJA;KECA
969;12;08;19;;"JAWA MARAJA BAH
JAMBI";KECA
970;12;08;20;;DOLOK PARDAMEAN;KECA
971;12;08;21;;PEMATANG BANDAR;KECA
972;12;08;22;;BANDAR HULUAN;KECA
973;12;08;24;;BANDAR MASILAM;KECA
974;12;08;25;;SILIMAKUTA;KECA
975;12;08;26;;DOLOK SILAU;KECA
976;12;08;27;;SILOU KAHEAN;KECA
977;12;08;28;;TAPIAN DOLOK;KECA
978;12;08;29;;RAYA;KECA
979;12;08;30;;UJUNG PADANG;KECA
980;12;08;31;;PAMATANG SILIMA HUTA;KECA
981;12;08;32;;DOLOG MASAGAL;KECA
982;12;09;08;;MERANTI;KECA
983;12;09;09;;AIR JOMAN;KECA
984;12;09;10;;TANJUNG BALAI;KECA
985;12;09;11;;SEI KEPAYANG;KECA
986;12;09;13;;AIR BATU;KECA
987;12;09;14;;PULAU RAKYAT;KECA
988;12;09;15;;BANDAR PULAU;KECA
989;12;09;16;;BUNTU PANE;KECA
990;12;09;17;;BANDAR PASIR MANDOGE;KECA
991;12;09;18;;AEK KUASAN;KECA
992;12;09;19;;KOTA KISARAN BARAT;KECA
993;12;09;20;;KOTA KISARAN TIMUR;KECA
994;12;09;21;;AEK SONGSONGAN;KECA
995;12;09;22;;RAHUNIG;KECA
996;12;09;23;;SEI DADAP;KECA
997;12;09;24;;SEI KEPAYANG BARAT;KECA
998;12;09;25;;SEI KEPAYANG TIMUR;KECA
999;12;09;26;;TINGGI RAJA;KECA
1000;12;09;27;;SETIA JANJI;KECA
1001;12;09;28;;SILAU LAUT;KECA
1002;12;09;29;;RAWANG PANCA ARGA;KECA
1003;12;09;30;;PULO BANDRING;KECA
1004;12;09;32;;AEK LEDONG;KECA
1005;12;10;01;;RANTAU UTARA;KECA
1006;12;10;02;;RANTAU SELATAN;KECA
1007;12;10;07;;BILAH BARAT;KECA
1008;12;10;08;;BILAH HILIR;KECA
1009;12;10;09;;BILAH HULU;KECA
1010;12;10;14;;PANGKATAN;KECA
1011;12;10;18;;PANAI TENGAH;KECA
1012;12;10;19;;PANAI HILIR;KECA
1013;12;10;20;;PANAI HULU;KECA
1014;12;11;01;;SIDIKALANG;KECA
1015;12;11;02;;SUMBUL;KECA
1016;12;11;03;;TIGALINGGA;KECA
1017;12;11;04;;SIEMPAT NEMPU;KECA
1018;12;11;05;;SILIMA PUNGGA PUNGGA;KECA
1019;12;11;06;;TANAH PINEM;KECA
1020;12;11;07;;SIEMPAT NEMPU HULU;KECA
1021;12;11;08;;SIEMPAT NEMPU HILIR;KECA
1022;12;11;09;;PEGAGAN HILIR;KECA
1023;12;11;10;;PARBULUAN;KECA
1024;12;11;11;;LAE PARIRA;KECA
1025;12;11;12;;GUNUNG SITEMBER;KECA
1026;12;11;13;;BERAMPU;KECA
1027;12;11;14;;SILAHISABUNGAN;KECA
1028;12;11;15;;SITINJO;KECA
1029;12;12;01;;BALIGE;KECA
1030;12;12;02;;LAGUBOTI;KECA
1031;12;12;03;;SILAEN;KECA
1032;12;12;04;;HABINSARAN;KECA
1033;12;12;05;;PINTU POHAN MERANTI;KECA
1034;12;12;06;;BORBOR;KECA
1035;12;12;07;;PORSEA;KECA
1036;12;12;08;;AJIBATA;KECA
1037;12;12;09;;LUMBAN JULU;KECA
1038;12;12;10;;ULUAN;KECA
1039;12;12;19;;SIGUMPAR;KECA
1040;12;12;20;;SIANTAR NARUMONDA;KECA
1041;12;12;21;;NASSAU;KECA
1042;12;12;22;;TAMPAHAN;KECA
1043;12;12;23;;BONATUA LUNASI;KECA
1044;12;12;24;;PARMAKSIAN;KECA
1045;12;13;01;;PANYABUNGAN;KECA
1046;12;13;02;;PANYABUNGAN UTARA;KECA
1047;12;13;03;;PANYABUNGAN TIMUR;KECA
1048;12;13;04;;PANYABUNGAN SELATAN;KECA
1049;12;13;05;;PANYABUNGAN BARAT;KECA
1050;12;13;06;;SIABU;KECA
1051;12;13;07;;BUKIT MALINTANG;KECA
1052;12;13;08;;KOTANOPAN;KECA
1053;12;13;09;;LEMBAH SORIK MARAPI;KECA
1054;12;13;10;;TAMBANGAN;KECA
1055;12;13;11;;ULU PUNGKUT;KECA
1056;12;13;12;;MUARA SIPONGI;KECA
1057;12;13;13;;BATANG NATAL;KECA
1058;12;13;14;;LINGGA BAYU;KECA
1059;12;13;15;;BATAHAN;KECA
1060;12;13;16;;NATAL;KECA
1061;12;13;17;;MUARA BATANG GADIS;KECA
1062;12;13;18;;RANTO BAEK;KECA
1063;12;13;19;;HUTA BARGOT;KECA
1064;12;13;20;;PUNCAK SORIK MARAPI;KECA
1065;12;13;21;;PAKANTAN;KECA
1066;12;13;22;;SINUNUKAN;KECA
1067;12;13;23;;NAGA JUANG;KECA
1068;12;14;01;;LOLOMATUA;KECA
1069;12;14;02;;GOMO;KECA
1070;12;14;03;;LAHUSA;KECA
1071;12;14;04;;HIBALA;KECA
1072;12;14;05;;PULAU-PULAU  BATU;KECA
1073;12;14;07;;AMANDRAYA;KECA
1074;12;14;08;;LOLOWAU;KECA
1075;12;14;09;;SUSUA;KECA
1076;12;14;10;;MANIAMOLO;KECA
1077;12;14;11;;HILIMEGAI;KECA
1078;12;14;12;;TOMA;KECA
1079;12;14;13;;MAZINO;KECA
1080;12;14;14;;UMBUNASI;KECA
1081;12;14;15;;ARAMO;KECA
1082;12;14;16;;"PULAU-PULAU  BATU
TIMUR";KECA
1083;12;14;17;;MAZO;KECA
1084;12;14;18;;FANAYAMA;KECA
1085;12;14;19;;ULUNOYO;KECA
1086;12;14;20;;HURUNA;KECA
1087;12;14;21;;O'O'U;KECA
1088;12;14;22;;ONOHAZUMBA;KECA
1089;12;14;23;;HILISALAWA'AHE;KECA
1090;12;14;24;;ULUSUSUA;KECA
1091;12;14;25;;SIDUA'ORI;KECA
1092;12;14;26;;SOMAMBAWA;KECA
1093;12;14;27;;BORONADU;KECA
1094;12;14;28;;SIMUK;KECA
1095;12;14;29;;"PULAU-PULAU BATU
BARAT";KECA
1096;12;14;30;;"PULAU-PULAU  BATU
UTARA";KECA
1097;12;14;31;;TANAH MASA;KECA
1098;12;14;32;;"LUAHAGUNDRE
MANIAMOLO";KECA
1099;12;14;33;;ONOLALU;KECA
1100;12;14;34;;ULU IDANOTAE;KECA
1101;12;14;35;;IDANOTAE;KECA
1102;12;15;01;;SITELU TALI URANG JEHE;KECA
1103;12;15;02;;KERAJAAN;KECA
1104;12;15;03;;SALAK;KECA
1105;12;15;04;;SITELU TALI URANG JULU;KECA
1106;12;15;05;;"PERGETTENG GETTENG
SENGKUT";KECA
1107;12;15;06;;PAGINDAR;KECA
1108;12;15;07;;TINADA;KECA
1109;12;15;08;;SIEMPAT RUBE;KECA
1110;12;16;01;;PARLILITAN;KECA
1111;12;16;02;;POLLUNG;KECA
1112;12;16;03;;BAKTIRAJA;KECA
1113;12;16;04;;PARANGINAN;KECA
1114;12;16;05;;LINTONG NIHUTA;KECA
1115;12;16;06;;DOLOK SANGGUL;KECA
1116;12;16;07;;SIJAMAPOLANG;KECA
1117;12;16;08;;ONAN GANJANG;KECA
1118;12;16;09;;PAKKAT;KECA
1119;12;16;10;;TARABINTANG;KECA
1120;12;17;01;;SIMANINDO;KECA
1121;12;17;02;;ONAN RUNGGU;KECA
1122;12;17;03;;NAINGGOLAN;KECA
1123;12;17;04;;PALIPI;KECA
1124;12;17;05;;HARIAN;KECA
1125;12;17;06;;SIANJAR MULA MULA;KECA
1126;12;17;07;;RONGGUR NIHUTA;KECA
1127;12;17;08;;PANGURURAN;KECA
1128;12;17;09;;SITIO-TIO;KECA
1129;12;18;01;;PANTAI CERMIN;KECA
1130;12;18;02;;PERBAUNGAN;KECA
1131;12;18;03;;TELUK MENGKUDU;KECA
1132;12;18;04;;SEI RAMPAH;KECA
1133;12;18;05;;TANJUNG BERINGIN;KECA
1134;12;18;06;;BANDAR KHALIFAH;KECA
1135;12;18;07;;DOLOK MERAWAN;KECA
1136;12;18;08;;SIPISPIS;KECA
1137;12;18;09;;DOLOK MASIHUL;KECA
1138;12;18;10;;KOTARIH;KECA
1139;12;18;11;;SILINDA;KECA
1140;12;18;12;;SERBA JADI;KECA
1141;12;18;13;;TEBING TINGGI;KECA
1142;12;18;14;;PEGAJAHAN;KECA
1143;12;18;15;;SEI BAMBAN;KECA
1144;12;18;16;;TEBING SYAHBANDAR;KECA
1145;12;18;17;;BINTANG BAYU;KECA
1146;12;19;01;;MEDANG DERAS;KECA
1147;12;19;02;;SEI SUKA;KECA
1148;12;19;03;;AIR PUTIH;KECA
1149;12;19;04;;LIMA PULUH;KECA
1150;12;19;05;;TALAWI;KECA
1151;12;19;06;;TANJUNG TIRAM;KECA
1152;12;19;07;;SEI BALAI;KECA
1153;12;20;01;;DOLOK SIGOMPULON;KECA
1154;12;20;02;;DOLOK;KECA
1155;12;20;03;;HALONGONAN;KECA
1156;12;20;04;;PADANG BOLAK;KECA
1157;12;20;05;;PADANG BOLAK JULU;KECA
1158;12;20;06;;PORTIBI;KECA
1159;12;20;07;;BATANG ONANG;KECA
1160;12;20;08;;SIMANGAMBAT;KECA
1161;12;20;09;;HULU SIHAPAS;KECA
1162;12;20;10;;PADANG BOLAK TENGGARA;KECA
1163;12;20;11;;HALONGONAN  TIMUR;KECA
1164;12;20;12;;UJUNG BATU;KECA
1165;12;21;01;;SOSOPAN;KECA
1166;12;21;02;;BARUMUN TENGAH;KECA
1167;12;21;03;;HURISTAK;KECA
1168;12;21;04;;LUBUK BARUMUN;KECA
1169;12;21;05;;HUTA RAJA TINGGI;KECA
1170;12;21;06;;ULU BARUMUN;KECA
1171;12;21;07;;BARUMUN;KECA
1172;12;21;08;;SOSA;KECA
1173;12;21;09;;BATANG LUBU SUTAM;KECA
1174;12;21;10;;BARUMUN SELATAN;KECA
1175;12;21;11;;AEK NABARA BARUMUN;KECA
1176;12;21;12;;SIHAPAS BARUMUN;KECA
1177;12;22;01;;KOTAPINANG;KECA
1178;12;22;02;;KAMPUNG RAKYAT;KECA
1179;12;22;03;;TORGAMBA;KECA
1180;12;22;04;;SUNGAI KANAN;KECA
1181;12;22;05;;SILANGKITANG;KECA
1182;12;23;01;;KUALUH HULU;KECA
1183;12;23;02;;KUALUH LEIDONG;KECA
1184;12;23;03;;KUALUH HILIR;KECA
1185;12;23;04;;AEK KUO;KECA
1186;12;23;05;;MARBAU;KECA
1187;12;23;06;;NA IX - X;KECA
1188;12;23;07;;AEK NATAS;KECA
1189;12;23;08;;KUALUH SELATAN;KECA
1190;12;24;01;;LOTU;KECA
1191;12;24;02;;SAWO;KECA
1192;12;24;03;;TUHEMBERUA;KECA
1193;12;24;04;;SITOLU ORI;KECA
1194;12;24;05;;NAMOHALU  ESIWA;KECA
1195;12;24;06;;ALASA TALUMUZOI;KECA
1196;12;24;07;;ALASA;KECA
1197;12;24;08;;TUGALA OYO;KECA
1198;12;24;09;;AFULU;KECA
1199;12;24;10;;LAHEWA;KECA
1200;12;24;11;;LAHEWA TIMUR;KECA
1201;12;25;01;;LAHOMI;KECA
1202;12;25;02;;SIROMBU;KECA
1203;12;25;03;;MANDREHE BARAT;KECA
1204;12;25;04;;MORO'O;KECA
1205;12;25;05;;MANDREHE;KECA
1206;12;25;06;;MANDREHE UTARA;KECA
1207;12;25;07;;LOLOFITU MOI;KECA
1208;12;25;08;;ULU MORO'O;KECA
1209;12;71;01;;MEDAN KOTA;KECA
1210;12;71;02;;MEDAN SUNGGAL;KECA
1211;12;71;03;;MEDAN HELVETIA;KECA
1212;12;71;04;;MEDAN DENAI;KECA
1213;12;71;05;;MEDAN BARAT;KECA
1214;12;71;06;;MEDAN DELI;KECA
1215;12;71;07;;MEDAN TUNTUNGAN;KECA
1216;12;71;08;;MEDAN BELAWAN;KECA
1217;12;71;09;;MEDAN AMPLAS;KECA
1218;12;71;10;;MEDAN AREA;KECA
1219;12;71;11;;MEDAN JOHOR;KECA
1220;12;71;12;;MEDAN MARELAN;KECA
1221;12;71;13;;MEDAN LABUHAN;KECA
1222;12;71;14;;MEDAN TEMBUNG;KECA
1223;12;71;15;;MEDAN MAIMUN;KECA
1224;12;71;16;;MEDAN POLONIA;KECA
1225;12;71;17;;MEDAN BARU;KECA
1226;12;71;18;;MEDAN PERJUANGAN;KECA
1227;12;71;19;;MEDAN PETISAH;KECA
1228;12;71;20;;MEDAN TIMUR;KECA
1229;12;71;21;;MEDAN SELAYANG;KECA
1230;12;72;01;;SIANTAR TIMUR;KECA
1231;12;72;02;;SIANTAR BARAT;KECA
1232;12;72;03;;SIANTAR UTARA;KECA
1233;12;72;04;;SIANTAR SELATAN;KECA
1234;12;72;05;;SIANTAR MARIHAT;KECA
1235;12;72;06;;SIANTAR MARTOBA;KECA
1236;12;72;07;;SIANTAR SITALASARI;KECA
1237;12;72;08;;SIANTAR MARIMBUN;KECA
1238;12;73;01;;SIBOLGA UTARA;KECA
1239;12;73;02;;SIBOLGA KOTA;KECA
1240;12;73;03;;SIBOLGA SELATAN;KECA
1241;12;73;04;;SIBOLGA SAMBAS;KECA
